cow_id,date,milk_liters,fat_percent,feed_kg,feed_type
S6386,2024-06-21,28.46,4.43,19.89,Hay
R5369,2024-06-21,38.47,3.31,19.89,Hay
H2377,2024-06-21,40.14,3.24,18.36,Silage
J7734,2024-06-21,35.43,3.64,21.28,Hay
S5427,2024-06-21,28.34,4.36,21.97,Hay
P3832,2024-06-21,36.47,3.93,24.81,Silage
Z7830,2024-06-21,43.53,4.7,18.25,Silage
B984,2024-06-21,39.59,4.35,14.36,Hay
H985,2024-06-21,38.04,3.6,22.86,Silage
O194,2024-06-21,31.89,2.71,14.18,Hay
Y9266,2024-06-21,35.94,3.09,22.7,Hay
O6552,2024-06-21,26.64,3.39,19.13,Hay
L9829,2024-06-21,27.56,2.62,16.12,Hay
H9517,2024-06-21,40,3.82,18.66,Silage
C7126,2024-06-21,30.1,3.81,18.22,Silage
V9643,2024-06-21,41.55,3.62,23.04,Silage
G1028,2024-06-21,29.56,3.3,24.11,Hay
N9197,2024-06-21,35.86,4.2,18.64,Silage
J6077,2024-06-21,27.53,3.75,24.26,Silage
V472,2024-06-21,32.26,3.41,18.59,Silage
E6182,2024-06-21,38.86,3.14,16.47,Silage
V3979,2024-06-21,36.6,3.51,27.44,Hay
M4054,2024-06-21,39.78,3.66,22.63,Silage
V4575,2024-06-21,31.66,3.27,22.71,Hay
Y6643,2024-06-21,34.29,3.47,17.54,Silage
G150,2024-06-21,28.55,3.12,13.72,Hay
J9639,2024-06-21,36.6,3.75,14.87,Silage
V3948,2024-06-21,32.06,3.42,23.13,Silage
E9760,2024-06-21,35.97,2.93,18.47,Silage
Z4043,2024-06-21,38.95,3.39,29.87,Silage
K3463,2024-06-21,29.93,2.95,18,Hay
I2506,2024-06-21,38.19,4.5,22.66,Silage
I7447,2024-06-21,34.98,3.93,17.31,Hay
E3229,2024-06-21,25.14,4,25.03,Hay
L4232,2024-06-21,29.25,3.27,19.13,Hay
K4714,2024-06-21,22.16,2.81,22.56,Hay
F2131,2024-06-21,25.66,3.63,15.04,Hay
R4684,2024-06-21,35.03,4.02,19.46,Hay
A7863,2024-06-21,19.48,3.48,24.23,Hay
I8517,2024-06-21,38.18,3.24,23.35,Silage
D8719,2024-06-21,29.74,3.94,24.14,Hay
N7280,2024-06-21,18.87,3.45,25.03,Hay
O7477,2024-06-21,44.65,3.59,20.1,Silage
Y7815,2024-06-21,27.14,3.27,19.98,Hay
N9692,2024-06-21,38.69,3.14,23.43,Silage
E5966,2024-06-21,36.53,2.97,18.4,Silage
U8535,2024-06-21,44.69,4.37,17.52,Silage
S9300,2024-06-21,33.83,3.59,15.2,Silage
G685,2024-06-21,31.7,2.83,22.21,Hay
I5026,2024-06-21,33.87,4.34,18.99,Silage
S6097,2024-06-21,36.53,3.38,24.13,Silage
D9038,2024-06-21,30.89,3.79,21.35,Hay
F5883,2024-06-21,41.57,3.51,23.33,Silage
K9325,2024-06-21,29.28,3.66,22.97,Hay
T5602,2024-06-21,28.68,3.69,22.74,Hay
Q9174,2024-06-21,39.87,3.76,19.07,Silage
U5357,2024-06-21,29.13,3.5,24.35,Silage
M2207,2024-06-21,29.18,3.93,18.83,Hay
Q711,2024-06-21,33.65,2.95,18.45,Silage
F9953,2024-06-21,32.24,2.69,15.36,Hay
Y4092,2024-06-21,35.51,3.8,18.29,Silage
G2757,2024-06-21,28.31,2.94,21.31,Silage
M1583,2024-06-21,39.51,3.23,13.51,Silage
J6910,2024-06-21,35.93,2.93,19.51,Silage
V7756,2024-06-21,37.72,3.2,23.08,Silage
B3068,2024-06-21,31.57,3.71,22.77,Hay
T4649,2024-06-21,23.45,3.29,21.71,Hay
U1955,2024-06-21,28.77,3.1,18.57,Hay
O8173,2024-06-21,25.59,3.7,23.34,Hay
P6677,2024-06-21,33.63,2.82,20.02,Hay
V4575,2024-06-22,29.61,3.25,14.75,Hay
I2506,2024-06-22,30.22,3.8,19.34,Silage
T5602,2024-06-22,27.78,3.51,20.41,Hay
K3463,2024-06-22,22.18,3.57,22.62,Hay
Y4775,2024-06-22,35.13,2.85,22.7,Silage
S5427,2024-06-22,25.25,4.08,22.49,Hay
J7734,2024-06-22,25.82,3.68,20.27,Hay
U6809,2024-06-22,31.42,4.03,27.73,Hay
R3357,2024-06-22,28.22,3.14,21.88,Hay
G685,2024-06-22,32.12,2.93,10.86,Hay
F5883,2024-06-22,29.65,4.27,20.76,Silage
O6552,2024-06-22,26.39,2.73,21.06,Hay
R5369,2024-06-22,16.89,3.03,19.6,Hay
Y4092,2024-06-22,30.07,4.2,13.72,Silage
W8010,2024-06-22,31.21,3.16,20.78,Silage
E5966,2024-06-22,28.93,3.08,18.7,Silage
N9197,2024-06-22,36.07,3.53,18.98,Silage
O194,2024-06-22,32.45,2.92,20.92,Hay
S6097,2024-06-22,43.72,4.58,21.71,Silage
C7126,2024-06-22,38.05,2.95,23.78,Silage
J9639,2024-06-22,37.21,3.64,17.57,Silage
G1028,2024-06-22,21.61,4.05,18.86,Hay
V3948,2024-06-22,37.79,3.55,16.27,Silage
F9953,2024-06-22,36.91,3.09,19.84,Hay
N7280,2024-06-22,27.9,3.59,24.13,Hay
O8173,2024-06-22,24.66,3.49,22.26,Hay
B3068,2024-06-22,37.71,3.13,21.38,Hay
D8719,2024-06-22,38.41,4.11,24.57,Hay
M4054,2024-06-22,40.22,3.36,21.3,Silage
G150,2024-06-22,37.71,3.73,16.78,Hay
H985,2024-06-22,34.98,4.09,16.76,Silage
N9692,2024-06-22,37.39,3.25,22.65,Silage
Z7830,2024-06-22,37.45,3.42,25.29,Silage
E6182,2024-06-22,32.77,3.39,16.77,Silage
D9038,2024-06-22,27.91,3.24,19.5,Hay
G2757,2024-06-22,32.56,2.83,23.99,Silage
H9517,2024-06-22,30.03,3.69,17.26,Silage
Q711,2024-06-22,27.9,3.32,17.9,Silage
A7863,2024-06-22,38.44,3.88,21.3,Hay
T4649,2024-06-22,25.48,3.99,19.58,Hay
P6677,2024-06-22,37.78,3.41,18.33,Hay
K9325,2024-06-22,25.76,3.55,12.61,Hay
Y7815,2024-06-22,38.54,3.17,18.42,Hay
V472,2024-06-22,32.19,2.67,18.03,Silage
Q3500,2024-06-22,21.62,2.96,16.64,Hay
J6910,2024-06-22,42.13,3.75,20.42,Silage
Z4043,2024-06-22,36.51,3.06,18.59,Silage
K4714,2024-06-22,28.95,3.81,23.83,Hay
I5026,2024-06-22,38.71,3.51,25.37,Silage
V7756,2024-06-22,25.34,4.01,18.92,Silage
S6386,2024-06-22,37.8,3.1,16.7,Hay
H2377,2024-06-22,38.84,3.05,19.42,Silage
Y9266,2024-06-22,26.2,4.56,19.1,Hay
U1955,2024-06-22,23.38,3.74,20.63,Hay
M1583,2024-06-22,37.3,2.2,24.8,Silage
F2131,2024-06-22,22.49,2.81,25.65,Hay
L9829,2024-06-22,31.61,3.63,16.6,Hay
J6077,2024-06-22,35.03,2.37,25.61,Silage
M2207,2024-06-22,36,3.43,18.79,Hay
R4684,2024-06-22,27.11,2.77,15.45,Hay
Q9174,2024-06-22,38.49,3.48,22.99,Silage
B984,2024-06-22,32.68,2.95,15.74,Hay
V3979,2024-06-22,38.76,3.1,17.55,Hay
Z3123,2024-06-22,24.1,3.43,19.82,Hay
L4232,2024-06-22,26.88,3.69,20.32,Hay
U5357,2024-06-22,28.12,3.47,16.6,Silage
I8517,2024-06-22,44.14,3.32,17.03,Silage
S9300,2024-06-22,34.01,3.42,21.52,Silage
V9643,2024-06-22,35.95,3.52,22.65,Silage
C4705,2024-06-22,24.84,2.82,20.03,Hay
Y6643,2024-06-22,32.05,3.19,17.03,Silage
P3832,2024-06-22,34.65,3.59,20.88,Silage
I7447,2024-06-22,27.32,4.64,24.87,Hay
E3229,2024-06-22,29.82,2.95,15.97,Hay
G8171,2024-06-22,38.94,2.97,18.87,Silage
U8535,2024-06-22,35.16,4.27,22.47,Silage
Y3782,2024-06-22,34.98,2.51,16.25,Silage
O7477,2024-06-22,29.99,3.14,19.23,Silage
N7280,2024-06-23,30.14,3.5,23.1,Hay
M4054,2024-06-23,35,2.96,14.35,Silage
O8173,2024-06-23,30.84,2.94,16.9,Hay
U6809,2024-06-23,40.11,3.47,16.8,Hay
M2207,2024-06-23,26.34,3.93,20.46,Hay
L9829,2024-06-23,21.51,3.83,24.7,Hay
C4705,2024-06-23,32.76,3.58,19.55,Hay
H9517,2024-06-23,34.38,3.59,22.61,Silage
U1955,2024-06-23,23.94,3.08,18.04,Hay
E3229,2024-06-23,30.96,3.64,23.15,Hay
F2131,2024-06-23,26.87,4.65,17.43,Hay
I1385,2024-06-23,31.24,3.47,19.95,Silage
O7477,2024-06-23,33.71,2.86,23.28,Silage
B3068,2024-06-23,30.48,3.58,19.88,Hay
S6097,2024-06-23,40.83,3.91,16.57,Silage
Z4043,2024-06-23,35.46,3.53,18.49,Silage
Q3500,2024-06-23,41.89,2.8,16.7,Hay
U5357,2024-06-23,38.66,2.88,23.77,Silage
Z7830,2024-06-23,32.95,3.06,21.45,Silage
T4649,2024-06-23,25.34,3.54,20.48,Hay
I2506,2024-06-23,32.45,3.83,20.63,Silage
K9325,2024-06-23,26.3,3.49,22.42,Hay
E5966,2024-06-23,35.05,3.42,13.87,Silage
T5602,2024-06-23,29.05,2.71,19.97,Hay
V3979,2024-06-23,24.14,3.9,20.51,Hay
U8535,2024-06-23,31.53,3.2,18.9,Silage
I7447,2024-06-23,36.83,2.81,21.35,Hay
Q9174,2024-06-23,30.81,3.33,16.73,Silage
C7126,2024-06-23,37.69,3.53,19.9,Silage
S9300,2024-06-23,34.28,3.36,24.27,Silage
H2377,2024-06-23,24.11,3.28,20.77,Silage
G8171,2024-06-23,28.9,2.84,19.83,Silage
Z3123,2024-06-23,16.72,3.47,16.28,Hay
J7734,2024-06-23,26.11,2.59,16.91,Hay
L4232,2024-06-23,34.76,3.38,15.79,Hay
V472,2024-06-23,40.3,4.47,24.2,Silage
B984,2024-06-23,31.28,3.03,21.14,Hay
A7863,2024-06-23,32.7,3.99,21,Hay
F9953,2024-06-23,34.13,3.57,19.34,Hay
P3832,2024-06-23,37.5,3.4,23.36,Silage
J6077,2024-06-23,33.25,3.28,17.21,Silage
R4684,2024-06-23,25.63,3.64,18.39,Hay
R5369,2024-06-23,20.31,4,14.5,Hay
K4714,2024-06-23,24.91,3.32,20.16,Hay
W8010,2024-06-23,26.28,3.16,16.13,Silage
G150,2024-06-23,29.76,3.47,21.85,Hay
J9639,2024-06-23,24.26,3.59,27.1,Silage
V4575,2024-06-23,37.44,3.28,19.8,Hay
Y9266,2024-06-23,29.63,4.1,19.9,Hay
R3357,2024-06-23,21.73,3.21,16.35,Hay
E9760,2024-06-23,35.91,4.18,24.13,Silage
I8517,2024-06-23,33.8,4.18,19.37,Silage
Y6643,2024-06-23,30.16,3.91,18.02,Silage
Y3782,2024-06-23,39.3,2.87,25.82,Silage
K3463,2024-06-23,24.49,3.95,20.93,Hay
Y4775,2024-06-23,39.63,3.65,18.96,Silage
V3948,2024-06-23,33.55,2.66,15.85,Silage
G685,2024-06-23,26.56,3.65,20.83,Hay
Q711,2024-06-23,24.67,3.76,20.22,Silage
P6677,2024-06-23,31.26,3.6,24.49,Hay
M1583,2024-06-23,32.86,2.45,20.87,Silage
D8719,2024-06-23,23.86,3.78,22.48,Hay
S6386,2024-06-23,31.16,3.54,23.32,Hay
O194,2024-06-23,27.95,3.68,21.3,Hay
F5883,2024-06-23,35.59,3.2,24.76,Silage
N9197,2024-06-23,26.53,3.61,19.87,Silage
G2757,2024-06-23,38.55,3.88,19.53,Silage
V7756,2024-06-23,39.72,3.49,25.07,Silage
O6552,2024-06-23,24.29,3.6,16.79,Hay
J6910,2024-06-23,32.39,2.65,20.49,Silage
Y7815,2024-06-23,35.01,3.52,21.62,Hay
Y4092,2024-06-23,38.03,4.28,20.96,Silage
G1028,2024-06-23,32.78,3.07,20.37,Hay
V9643,2024-06-23,36.57,2.91,19,Silage
E6182,2024-06-23,39.7,3.7,19.27,Silage
S5427,2024-06-23,34.55,2.5,15.04,Hay
I5026,2024-06-23,38,3.17,20.6,Silage
H985,2024-06-23,40.95,3.03,20.14,Silage
D9038,2024-06-23,33.12,3.31,21.53,Hay
N9692,2024-06-23,41.67,3.36,17.77,Silage
G685,2024-06-24,39.48,3.84,15.79,Hay
Y7815,2024-06-24,18.54,3.69,24.42,Hay
O7477,2024-06-24,30.6,3.31,19.72,Silage
K3463,2024-06-24,25.83,2.48,19.01,Hay
S9300,2024-06-24,37.48,3.61,19.98,Silage
M2207,2024-06-24,34.34,3.45,23.18,Hay
M1583,2024-06-24,36.51,4.47,16.13,Silage
T5602,2024-06-24,41.88,3.96,15.32,Hay
Y9266,2024-06-24,25.19,4.52,21.66,Hay
J9639,2024-06-24,27.24,3.23,22.61,Silage
G8171,2024-06-24,38.13,3.69,22.22,Silage
Y3782,2024-06-24,31.64,3.22,26.82,Silage
S6386,2024-06-24,24.51,4.4,23.18,Hay
W8010,2024-06-24,31.75,2.95,19.84,Silage
J6910,2024-06-24,39.83,3.77,21.67,Silage
D8719,2024-06-24,35.02,3.06,23.67,Hay
H985,2024-06-24,37.21,3.22,23.25,Silage
S6097,2024-06-24,32.42,3.94,22.06,Silage
U6809,2024-06-24,24.73,3.1,24.98,Hay
N9692,2024-06-24,27.89,3.6,12.11,Silage
R3357,2024-06-24,28.91,3.56,17.45,Hay
I5026,2024-06-24,36.62,3.37,19.62,Silage
S5427,2024-06-24,34.87,3.81,16.9,Hay
U8535,2024-06-24,27.6,3.31,19.55,Silage
Y4092,2024-06-24,34.98,2.6,22.72,Silage
B984,2024-06-24,33.41,3.53,23.85,Hay
G2757,2024-06-24,34.53,3.7,17,Silage
Z4043,2024-06-24,37.48,4.07,18.95,Silage
J7734,2024-06-24,40.72,3.03,21.96,Hay
Q711,2024-06-24,29.36,3.37,27.34,Silage
E9760,2024-06-24,37.56,3.94,17.45,Silage
K4714,2024-06-24,27.58,4.17,24.08,Hay
U5357,2024-06-24,33.85,3.85,17.66,Silage
N7280,2024-06-24,28.96,4.15,18.33,Hay
H2377,2024-06-24,39.29,3.75,23.25,Silage
Z7830,2024-06-24,30.3,4.1,18.63,Silage
I1385,2024-06-24,26.57,3.58,20.61,Silage
Y4775,2024-06-24,37.29,3.38,19.27,Silage
O6552,2024-06-24,10.87,3.32,21.42,Hay
F2131,2024-06-24,31.02,3.96,24.91,Hay
I8517,2024-06-24,23.02,2.9,14.11,Silage
O194,2024-06-24,31.04,3.68,22.2,Hay
Q9174,2024-06-24,32.06,2.99,24.46,Silage
I2506,2024-06-24,39.99,3.24,19.16,Silage
T4649,2024-06-24,24.95,3.84,19.9,Hay
N9197,2024-06-24,25.63,3.63,19.62,Silage
U1955,2024-06-24,38.14,3.87,15.33,Hay
D9038,2024-06-24,40.6,4.68,16.5,Hay
Y6643,2024-06-24,36.24,3.84,22.28,Silage
V3948,2024-06-24,37.56,3.31,21.54,Silage
E5966,2024-06-24,37.5,3.11,22.28,Silage
V4575,2024-06-24,27.91,4,24.41,Hay
O8173,2024-06-24,29.03,3.28,18.25,Hay
V472,2024-06-24,37.37,3.22,18.59,Silage
F5883,2024-06-24,38.64,2.9,21.52,Silage
G150,2024-06-24,41.15,2.73,23.49,Hay
K9325,2024-06-24,41.22,2.9,17.07,Hay
A7863,2024-06-24,33.8,3.4,23.44,Hay
C7126,2024-06-24,38.48,3.79,22.79,Silage
E6182,2024-06-24,36.33,2.53,15.33,Silage
B3068,2024-06-24,21.06,3.63,20.43,Hay
M4054,2024-06-24,41.22,3.85,20.64,Silage
F9953,2024-06-24,29.94,3.66,17.42,Hay
R4684,2024-06-24,37.16,3.34,23.94,Hay
P6677,2024-06-24,33.27,4,18.63,Hay
C4705,2024-06-24,36.1,3.99,14.6,Hay
Q3500,2024-06-24,31.49,3.23,19.72,Hay
R5369,2024-06-24,35.23,3.72,23.09,Hay
V9643,2024-06-24,46.89,3.61,16.88,Silage
G1028,2024-06-24,24.62,2.87,27.24,Hay
E3229,2024-06-24,27.01,2.82,21.02,Hay
L4232,2024-06-24,29.2,2.83,17.73,Hay
L9829,2024-06-24,32.33,2.83,20.61,Hay
P3832,2024-06-24,36.56,3.23,24.26,Silage
J6077,2024-06-24,35.23,3.96,19.39,Silage
Z3123,2024-06-24,27.46,3.57,24.61,Hay
V7756,2024-06-24,32,3.01,17.34,Silage
I7447,2024-06-24,39.23,4.11,20.82,Hay
H9517,2024-06-24,31.87,3.77,12.19,Silage
U6809,2024-06-25,31.21,3.46,21.42,Hay
V3948,2024-06-25,34.15,3.43,20.36,Silage
Q711,2024-06-25,42.69,4.01,16.71,Silage
H985,2024-06-25,37.76,3.65,17.7,Silage
B3068,2024-06-25,34.38,3.86,16.16,Hay
O7477,2024-06-25,39.93,2.71,16.68,Silage
N9692,2024-06-25,36.25,3.18,19.41,Silage
V3979,2024-06-25,28.07,4.17,20.57,Hay
U1955,2024-06-25,33.05,3.93,26.03,Hay
D9038,2024-06-25,32.68,3.04,18.05,Hay
R5369,2024-06-25,21.05,3.82,20.74,Hay
J6910,2024-06-25,29.11,2.99,24.14,Silage
E9760,2024-06-25,26.06,3.81,20.83,Silage
U8535,2024-06-25,35.59,3.2,21.35,Silage
H2377,2024-06-25,42.47,3.58,23.9,Silage
G8171,2024-06-25,29.58,2.5,18.95,Silage
F9953,2024-06-25,30.02,4.81,22.84,Hay
J6077,2024-06-25,39.76,3.3,19.5,Silage
N9197,2024-06-25,44.04,2.41,15.3,Silage
E3229,2024-06-25,34.43,3.31,22.09,Hay
L4232,2024-06-25,31.9,3.73,20.58,Hay
K9325,2024-06-25,32.81,3.27,20.31,Hay
Q9174,2024-06-25,29.76,3.67,18.75,Silage
B984,2024-06-25,28.44,3.79,22.63,Hay
Y4775,2024-06-25,36.39,4.09,24.71,Silage
K4714,2024-06-25,19,4.54,28.45,Hay
P6677,2024-06-25,31.58,3.89,24.28,Hay
I7447,2024-06-25,41.22,3.7,18.7,Hay
J7734,2024-06-25,35.53,3.32,25.88,Hay
T5602,2024-06-25,28.22,3.77,17.52,Hay
R4684,2024-06-25,22.24,3.53,17.7,Hay
F5883,2024-06-25,38.22,3.31,14,Silage
R3357,2024-06-25,45.09,3.49,23.88,Hay
Y3782,2024-06-25,35.21,3.04,22.05,Silage
P3832,2024-06-25,35.66,3.57,24.65,Silage
M1583,2024-06-25,38.73,2.88,23.43,Silage
U5357,2024-06-25,30.2,2.94,24.07,Silage
Q3500,2024-06-25,27.67,2.25,17.79,Hay
A7863,2024-06-25,35.8,2.36,19.33,Hay
H9517,2024-06-25,31.59,2.51,18.17,Silage
D8719,2024-06-25,23.28,2.56,20.23,Hay
S5427,2024-06-25,31.12,3.5,23.29,Hay
T4649,2024-06-25,26.18,3.66,18.19,Hay
C7126,2024-06-25,35.95,3.81,20.07,Silage
W8010,2024-06-25,30.46,4.16,15.71,Silage
I8517,2024-06-25,34.41,3.06,21.13,Silage
Z4043,2024-06-25,19.27,3.96,17.56,Silage
S6386,2024-06-25,25.52,3.41,22.44,Hay
G150,2024-06-25,34.25,3.29,20.38,Hay
F2131,2024-06-25,28.16,4.33,14.86,Hay
Y6643,2024-06-25,26.7,3.48,16.62,Silage
J9639,2024-06-25,29.19,3.21,19.43,Silage
G685,2024-06-25,27.33,3.29,23.73,Hay
K3463,2024-06-25,28.74,3.92,23.14,Hay
Y9266,2024-06-25,34.08,3.53,23.63,Hay
V7756,2024-06-25,33.85,4.41,25.16,Silage
I1385,2024-06-25,26.21,2.06,13.25,Silage
O6552,2024-06-25,21.7,3.64,12.99,Hay
M4054,2024-06-25,30.32,3.56,20.77,Silage
I5026,2024-06-25,37.35,3.18,21.28,Silage
O194,2024-06-25,34.7,3.45,22.35,Hay
N7280,2024-06-25,26.25,4.86,19.09,Hay
V9643,2024-06-25,34.21,2.53,22.78,Silage
S9300,2024-06-25,32.82,3.93,15.87,Silage
Z7830,2024-06-25,41.09,3.26,16.17,Silage
I2506,2024-06-25,26.86,4.26,18,Silage
G2757,2024-06-25,32.1,3.84,19.25,Silage
E5966,2024-06-25,39.79,3.42,21.91,Silage
G1028,2024-06-25,25.95,3.16,20.06,Hay
V4575,2024-06-25,28.15,3.29,23.53,Hay
O8173,2024-06-25,38.12,3.48,19.27,Hay
Y4092,2024-06-25,40.3,3.41,22.87,Silage
Z3123,2024-06-25,30.06,4.01,20.75,Hay
Y7815,2024-06-25,37.2,3,18.21,Hay
S6097,2024-06-25,33.4,3.97,18.62,Silage
E6182,2024-06-25,25.59,3.16,16.19,Silage
V472,2024-06-25,39.61,3.76,21.61,Silage
C4705,2024-06-25,29.76,3.7,14.66,Hay
B984,2024-06-26,30.98,3.49,19.82,Hay
V3948,2024-06-26,35.49,4.02,19.51,Silage
V4575,2024-06-26,22.14,3.52,21.96,Hay
K9325,2024-06-26,29.56,3.46,18.07,Hay
F9953,2024-06-26,30.39,3.65,21.2,Hay
N9692,2024-06-26,34.75,2.27,17.49,Silage
E9760,2024-06-26,37.6,4.08,13.49,Silage
Q711,2024-06-26,36.75,3.78,21.76,Silage
O8173,2024-06-26,26.61,3.4,22.46,Hay
Y9266,2024-06-26,31.53,4.16,19.85,Hay
G2757,2024-06-26,37.56,2.97,13.81,Silage
K3463,2024-06-26,28.27,3.32,20.54,Hay
F2131,2024-06-26,33.34,4.38,21.05,Hay
Z7830,2024-06-26,27.8,4.05,22.25,Silage
V3979,2024-06-26,35.26,4.14,14.58,Hay
P3832,2024-06-26,43.13,3.03,18.2,Silage
V472,2024-06-26,37.96,3.36,18.49,Silage
Z3123,2024-06-26,34.5,3.46,23.34,Hay
Q9174,2024-06-26,28.53,3.83,25.98,Silage
O194,2024-06-26,26.81,3.08,20.71,Hay
U8535,2024-06-26,40.08,3.71,19.79,Silage
H2377,2024-06-26,30.61,3.23,20.39,Silage
U5357,2024-06-26,30.37,3.36,19.07,Silage
J9639,2024-06-26,34.13,3.1,20.52,Silage
T4649,2024-06-26,19.68,3.64,24.34,Hay
Z4043,2024-06-26,23.51,2.85,23.33,Silage
G8171,2024-06-26,33.28,3.18,15.04,Silage
U1955,2024-06-26,28.59,4.08,21.96,Hay
G1028,2024-06-26,27.33,3.05,19.87,Hay
E3229,2024-06-26,37.81,3.36,26.14,Hay
T5602,2024-06-26,34.83,3.45,18.32,Hay
Y3782,2024-06-26,33.39,3.66,21.32,Silage
E5966,2024-06-26,38.13,3.41,19.17,Silage
R4684,2024-06-26,27.59,3.36,18.96,Hay
R3357,2024-06-26,32.59,2.88,18.15,Hay
L9829,2024-06-26,31.67,4.5,21.76,Hay
G150,2024-06-26,25.03,4.14,16.72,Hay
N7280,2024-06-26,25.92,3.46,19.79,Hay
M2207,2024-06-26,30.9,3.64,20.38,Hay
F5883,2024-06-26,42.44,3.35,21.72,Silage
Y6643,2024-06-26,28.28,3.71,19.96,Silage
Y4775,2024-06-26,41.39,3.67,24.59,Silage
K4714,2024-06-26,33.5,3.64,16.61,Hay
H9517,2024-06-26,33.2,2.75,18.32,Silage
D9038,2024-06-26,33.16,2.89,19.21,Hay
Y4092,2024-06-26,33.51,3.56,18.43,Silage
I7447,2024-06-26,27.51,2.74,23.27,Hay
P6677,2024-06-26,34.83,3.71,17.04,Hay
D8719,2024-06-26,25.27,2.86,15.1,Hay
H985,2024-06-26,32.25,3.08,17.83,Silage
Q3500,2024-06-26,30.91,3.67,18.09,Hay
M4054,2024-06-26,35.49,2.93,22.61,Silage
I2506,2024-06-26,39.23,4.26,20.66,Silage
N9197,2024-06-26,36.02,3.36,18.38,Silage
B3068,2024-06-26,42.94,3.53,20.71,Hay
I5026,2024-06-26,54.26,2.69,18.4,Silage
G685,2024-06-26,30.12,3.46,26.18,Hay
E6182,2024-06-26,36.93,3.78,19.94,Silage
I8517,2024-06-26,35.28,3.84,23.59,Silage
O7477,2024-06-26,37.36,2.68,21.8,Silage
R5369,2024-06-26,34.52,3.36,17.6,Hay
J7734,2024-06-26,37.35,3.64,19.06,Hay
V9643,2024-06-26,27.99,3.97,19.12,Silage
Y7815,2024-06-26,31.41,4.49,16.48,Hay
C7126,2024-06-26,33.73,3.09,23.66,Silage
M1583,2024-06-26,47.09,2.67,19.4,Silage
U6809,2024-06-26,34.26,3.61,18.78,Hay
S5427,2024-06-26,37.21,3.56,20.71,Hay
S6097,2024-06-26,32.5,3.18,17.64,Silage
W8010,2024-06-26,36.13,3.82,20.14,Silage
A7863,2024-06-26,27.91,3.65,22.5,Hay
V7756,2024-06-26,33.78,3.92,21.12,Silage
I1385,2024-06-26,35.09,3.35,17.89,Silage
J6910,2024-06-26,32.93,3,17.28,Silage
L4232,2024-06-26,29.27,4.34,17.02,Hay
O194,2024-06-27,32.73,3.53,14.1,Hay
G685,2024-06-27,28.84,2.9,22.38,Hay
W8010,2024-06-27,30.89,3.82,19.86,Silage
K4714,2024-06-27,32.63,3.18,21.07,Hay
G8171,2024-06-27,36.46,3.34,22.49,Silage
J9639,2024-06-27,37.67,3.11,19.1,Silage
V4575,2024-06-27,32.82,3.64,20.53,Hay
G150,2024-06-27,29.97,4.19,19.63,Hay
I8517,2024-06-27,35.8,3.63,20.99,Silage
E6182,2024-06-27,32.96,3.22,18.61,Silage
I7447,2024-06-27,32.21,3.89,18.34,Hay
S9300,2024-06-27,37.87,3.27,17.96,Silage
R5369,2024-06-27,31.55,3.72,21.44,Hay
V3979,2024-06-27,40.73,2.95,16.03,Hay
J7734,2024-06-27,18.78,3.75,20.36,Hay
V3948,2024-06-27,36.96,3.39,18.32,Silage
Z7830,2024-06-27,38.94,4.04,18.59,Silage
O6552,2024-06-27,25.88,3.39,16.25,Hay
F5883,2024-06-27,33.77,4.05,23.07,Silage
V9643,2024-06-27,30.78,2.96,24.9,Silage
K9325,2024-06-27,20.45,3.88,19.61,Hay
H9517,2024-06-27,25.08,3.59,18.05,Silage
H985,2024-06-27,38.24,3.5,20.78,Silage
S6097,2024-06-27,42.22,4.15,22.14,Silage
J6910,2024-06-27,31.23,3.01,24.07,Silage
M1583,2024-06-27,36.97,3.2,18.98,Silage
R3357,2024-06-27,33.55,4.31,13.04,Hay
I1385,2024-06-27,35.78,3.63,22.22,Silage
I5026,2024-06-27,36.09,3.57,21.37,Silage
B3068,2024-06-27,29.06,3.33,21.36,Hay
N9197,2024-06-27,29.68,2.66,20.75,Silage
N7280,2024-06-27,31.39,3.29,18.74,Hay
T5602,2024-06-27,19.67,3.26,17.61,Hay
U6809,2024-06-27,28.98,4.22,17.7,Hay
Z4043,2024-06-27,37.84,3.47,21.16,Silage
G1028,2024-06-27,26.81,4.3,18.85,Hay
R4684,2024-06-27,25.49,3.51,18.73,Hay
U1955,2024-06-27,25.02,3.53,17.67,Hay
G2757,2024-06-27,31.3,2.92,16.82,Silage
M2207,2024-06-27,37.05,3.07,17.64,Hay
P3832,2024-06-27,38.8,3.41,19.74,Silage
Y4092,2024-06-27,36.59,4.31,23.8,Silage
S5427,2024-06-27,36.38,1.47,16.77,Hay
L9829,2024-06-27,27.39,3.98,17.21,Hay
N9692,2024-06-27,29.98,4.16,23.15,Silage
E5966,2024-06-27,29.35,3.58,19.15,Silage
Y9266,2024-06-27,27.95,2.99,19.84,Hay
P6677,2024-06-27,29.18,2.93,15.01,Hay
H2377,2024-06-27,37.68,2.92,19.4,Silage
U5357,2024-06-27,33.81,3.18,22.54,Silage
U8535,2024-06-27,29.96,3.98,20.11,Silage
M4054,2024-06-27,40.95,3.88,13.23,Silage
S6386,2024-06-27,21.49,3.13,16.56,Hay
I2506,2024-06-27,34.46,3.5,21.16,Silage
K3463,2024-06-27,28.09,4.31,20.49,Hay
V472,2024-06-27,40.28,3.78,19.04,Silage
D8719,2024-06-27,22.11,3.5,19.99,Hay
